S. No.,Zone,Phase,Cycle,UPC,Unnamed: 5,Survey_UPC,Project Name,Start Chainage,End Chainage,Start Lat,Start Long,End Lat,End Long
228,C,Phase 1,Cycle 1,N_06013_01002_MH,N/06013/01002/MH,N_06013_01002_MH,Sinnar- Shirdi section of NH-160 from Km. 0.000 to Km. 50+943,0,181042,19.8191062803333,74.0276692633333,19.8192958075,74.0222269248333
229,C,Phase 1,Cycle 1,N_02008_23001_MH,N/02008/23001/MH,N_02008_23001_MH,"4 Lane Stand Alone Ring Road/ Bypasses for Nagpur City, Package - I from Km 0.500 to Km 34.000 (ORR-I) has been completed.",500,34030,21.023515467,79.04500453,21.212331254,78.9882968305
230,C,Phase 1,Cycle 1,N_01001_04002_MP,N/01001/04002/MP,N_01001_04002_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-17) (Ch. 452+420 to Ch. 484+420) [Jodmi village to Bani village of Mandsaur district],452420,484470,24.6161603508333,75.8572606175,24.3710523008333,75.698371143
231,C,Phase 1,Cycle 1,N_04004_07001_MP,N/04004/07001/MP,N_04004_07005_MP,Indore - Dewas,577550,610000,22.9267223723333,76.0120274615,22.663502016,75.9149252123333
232,C,Phase 1,Cycle 2,N_04007_11001_MH,N/04007/11001/MH,N_04007_11003_MH,Solapur to Maharashtra - Karnataka Border Section of NH-9 (New NH-65) from Km. 249.00 to 309.000 pkg1,249000,309000,17.68386022,75.93002806,17.85398328,76.44149443
233,C,Phase 1,Cycle 2,N_04007_11001_MH,N/04007/11001/MH,N_04007_11002_MH,Solapur to Maharashtra - Karnataka Border Section of NH-9 (New NH-65) from Km. 309.000 To 348.800 pkg-02,249000,309000,17.68386022,75.93002806,17.85398328,76.44149443
234,C,Phase 1,Cycle 2,N_05029_02001_MP,N/05029/02001/MP,N_05029_02001_MP,Obaidullaganj Km. 2.800 to Km. 8.300 and Km. 20.700 to Itarsi Km. 63.000 of NH-69 in Madhya Pradesh,2800,8390,22.98072509,77.60062244,22.95039779,77.64078423
235,C,Phase 1,Cycle 2,N_04004_01003_MP,N/04004/01003/MP,N_04004_01003_MP,Gwalior bypass,0,42030,26.33076886,78.10906066,26.1204179,78.21719037
236,C,Phase 1,Cycle 2,N_04004_01008_MP,N/04004/01008/MP,N_04004_01006_MP,4 Gwalior-Shivpuri section from km 0.000 to km 125.380 of NH - 46 (Old NH-3),0,125480,26.12356562,78.21488889,25.3563838,77.63056759
237,C,Phase 1,Cycle 2,N_04004_03001_MP,N/04004/03001/MP,N_04004_03001_MP,Shivpuri to Guna Package -1,125430,210740,25.35627138,77.6305697,24.69104221,77.34221002
238,C,Phase 1,Cycle 2,N_02018_04003_RJ,N/02018/04003/RJ,N_02018_04003_RJ,Operation and Maintenance of Baran - Shivpuri section from Km. 1184.322 to Km. 1305.087 of NH-27,1184322,1305082,25.11257667,76.84370393,25.41577128,77.78387896
239,C,Phase 1,Cycle 2,N_04019_01003_MP,N/04019/01003/MP,N_04019_02001_MP,Sleemnabad (KM 397.000) to Jabalpur (Km 465.500) [Rewa - Katni - Jabalpur Pkg IV],465500,548060,23.16293581,79.86469994,22.5653468,79.60347961
240,C,Phase 1,Cycle 2,N_04019_01003_MP,N/04019/01003/MP,N_04019_01001_MP,Jabalpur (Km 465.500) to Lakhnadon (Km 546.425) of NH-7 in Madhya Pradesh,465500,548060,23.16293581,79.86469994,22.5653468,79.60347961
241,C,Phase 1,Cycle 2,N_02008_17001_MP,N/02008/17001/MP,N_02008_17001_MP,Lakhnadon - Seoni MP 2,547400,596000,22.56565837,79.60350516,22.15815066,79.53643049
242,C,Phase 1,Cycle 2,N_02008_19001_MP,N/02008/19001/MP,N_02008_19001_MP,Seoni to MP/MH Border (MP 3) (Seoni - Mohgaon),596750,624480,22.15735727,79.53661724,21.91052313,79.52519317
243,C,Phase 1,Cycle 2,N_02008_20001_MP,N/02008/20001/MP,N_02008_20001_MP,Delinked stretch of Seoni - MP/MH Border (MP 3),624480,653220,21.9122539,79.52478788,21.68798994,79.42451449
244,C,Phase 1,Cycle 2,N_04001_11005_MH,N/04001/11005/MH,N_04001_11001_MH,Nagpur-Wainganga bridge,499750,540580,21.15384378,79.58725493,21.1415117,79.20243695
245,C,Phase 1,Cycle 2,N_04001_09001_MH,N/04001/09001/MH,N_04001_09001_MH,4 of Nagpur - Kondhali Section from km 9.200 - km 50.000 of Old NH-6,10300,49810,21.14819138,78.99187354,21.14575372,78.62674054
246,C,Phase 1,Cycle 2,N_03010_05001_MH,N/03010/05001/MH,N_03010_05001_MH,4 of Saoner - Dhapewada - Kalmeshwar Gondkhiari (Pkg II) from km 4.700 to km 33.575,4700,33570,21.37697696,78.91752025,21.14006849,78.88139184
247,C,Phase 1,Cycle 2,N_04001_07001_MH,N/04001/07001/MH,N_04001_07001_MH,Talegaon - Amravati from km. 100.000 to km. 166.725,100000,166720,21.10547767,78.18551093,20.83793658,77.71799784
248,C,Phase 1,Cycle 2,N_04009_06004_MH,N/04009/06004/MH,N_04009_06004_MH,Balance Works of 4 Amravati - Chikhli (Pkg - III) [Shelad - Nandura from km. 270.00 to km. 315.00],270000,315040,20.67801485,76.81070335,20.81419237,76.47925616
249,C,Phase 1,Cycle 2,N_09031_01001_MH,N/09031/01001/MH,N_09031_01001_MH,Warora - Wani from km. 313.850 to km. 332.160,313850,332160,20.20317158,79.02631947,20.06930656,78.96764974
250,C,Phase 1,Cycle 2,N_04005_07001_MH,N/04005/07001/MH,N_04005_07001_MH,Washim(km 92.200) to Pangare(134.500) of NH-161 in Maharashtra,92200,134620,20.00631582,77.1413686,19.69705002,77.24312489
251,C,Phase 1,Cycle 2,"
N_04023_05001_MH","
N/04023/05001/MH",N_04023_05001_MH,Karodi - Telwadi km 320.104 - km 375.00 of NH 211 (New NH- 52),320640,376310,19.89558496,75.20530932,20.29900913,75.08557863
252,C,Phase 1,Cycle 2,N_04023_04001_MH,N/04023/04001/MH,N_04023_04001_MH,Aurangabad - Karodi km 290.00 - km 320.104 of NH 211 (New NH 52),290200,320450,19.83245174,75.44654981,19.89549654,75.20531171
253,C,Phase 1,Cycle 2,N_04023_02001_MH,N/04023/02001/MH,N_04023_02001_MH,Yedshi (Km.100.000) to Aurangabad (Km.290.200),98717,287737,18.41423499,75.8595164,19.83219609,75.44703192
254,C,Phase 1,Cycle 2,N_04004_12001_MH,N/04004/12001/MH,N_04004_12001_MH,Four Laning of MP/MH Border-Dhule from km. 168.50 to km. 265.00,173000,262000,21.56541515,75.05235417,20.88143289,74.79086027
255,C,Phase 1,Cycle 2,N_04004_07001_MP,N/04004/07001/MP,N_04004_08001_MP,Service Road on Indore-Dewas,577550,610230,22.92542121,76.01038603,22.66060453,75.91236373
256,C,Phase 1,Cycle 2,N_04013_04001_MH,N/04013/04001/MH,N_04013_04001_MH,Construction of Four laning of Ahmednagar Bypass from Km 0/000 toKm 40/600,0,40670,19.18613367,74.67680367,19.08870588,74.8406688
257,C,Phase 1,Cycle 2,N_04013_05002_MH,N/04013/05002/MH,N_04013_05002_MH,Construction of Four laning of Ahmednagar Karmala Tembhurni Section of NH 561-A from Km 0/000 to Km 38/775 (Package-I).,0,38770,19.09246744,74.74724197,18.79666859,74.91904825
258,C,Phase 1,Cycle 2,N_04013_05003_MH,N/04013/05003/MH,N_04013_05003_MH,Construciton of Four laning of Ahmednagar Karmala Tembhurni Section of NH 561-A from Km 38/775 to Km 80/390 (Package-II),38775,80385,18.79658579,74.91918816,18.52532729,75.17477608
259,C,Phase 1,Cycle 2,N_04002_25002_GA,N/04002/25002/GA,N_04002_25002_GA,Operation and Maintenance of NH-17B from Km.0.000 (Verna Junction) to Km.13.100 (Varunapuri Junction) in the State of Goa,0,13310,15.37605718,73.92571262,15.38562449,73.81954134
260,C,Phase 1,Cycle 2,N_06013_01002_MH,N/06013/01002/MH,N_06013_01002_MH,Sinnar- Shirdi section of NH-160 from Km. 0.000 to Km. 50+943,0,181050,19.81910088,74.02697319,19.81437607,74.03373476
261,C,Phase 1,Cycle 2,N_02008_23001_MH,N/02008/23001/MH,N_02008_23001_MH,"4 Lane Stand Alone Ring Road/ Bypasses for Nagpur City, Package - I from Km 0.500 to Km 34.000 (ORR-I) has been completed.",500,34000,21.02353293,79.04494005,21.21233308,78.98833034
262,C,Phase 1,Cycle 2,N_04007_07001_MH,N/04007/07001/MH,N_04007_07001_MH,Khudus - Dharampuri km 77.8 to km 117.0 Pkg III of Mohol Alangi-RCW,77800,117000,17.81590086,74.98571457,17.94445569,74.65848074
263,C,Phase 1,Cycle 2,N_09023_01001_MH,N/09023/01001/MH,N_09023_01001_MH,Patas-Vasunde Phata - Baramati Bypass-RCW,0,41450,18.41731183,74.47256006,18.1259679,74.63994835
264,C,Phase 1,Cycle 2,N_08011_02001_MH,N/08011/02001/MH,N_08011_02001_MH,4-laning of Sangli – Solapur (Pkg-III) Watambare to Mangalwedha section of NH-166 – HAM,276000,321680,17.3644489,75.09013966,17.50378418,75.43049471
265,C,Phase 1,Cycle 2,N_08011_03001_MH,N/08011/03001/MH,N_08011_03001_MH,4-laning of Sangli-Solapur (Pkg-II) Borgaon to Watambare) section of NH-166 – HAM,224000,276050,17.01206954,74.7961857,17.36442687,75.09010889
266,C,Phase 1,Cycle 2,N_08011_01001_MH,N/08011/01001/MH,N_08011_01001_MH,4-laning of Sangli-Solapur (Pkg-IV) Mangalwedha to Solapur section of NH-166 – HAM,321650,377600,17.50381789,75.43053552,17.66849086,75.88768264
267,C,Phase 1,Cycle 2,N_04009_03001_MH,N/04009/03001/MH,N_04009_03001_MH,Tarsod - Fagne section of NH-6,422700,510080,21.00147916,75.62667181,20.88379628,74.88744427
268,C,Phase 1,Cycle 2,N_04004_17002_MH,N/04004/17002/MH,N_04004_17003_MH,Pimpalgaon – Nashik – Gonde (Km 380 – Km 440) section of NH-3,380000,440220,20.21036636,74.035245,19.82607165,73.67405321
269,C,Phase 1,Cycle 2,N_02002_03001_MH,N/02002/03001/MH,N_02002_03001_MH,Six Laning of Pune – Satara section of N from Km 725.000 to 865.350 (Length Km 140.350) in the State of Maharashtra to be executed as BOT (TOLL) on DBFOT pattern under NHDP Phase V,725000,865370,17.6172522193333,74.0216324776666,18.6871026168333,73.7201993808333
270,C,Phase 1,Cycle 2,N_04006_05001_MP,N/04006/05001/MP,N_04006_05001_MP,4 - laning of Indore to Gujrat/MP Border section of NH-47 on BOT,9500,164500,22.69043385,75.7722228,22.78301889,74.43568521
271,C,Phase 1,Cycle 2,N_01001_04002_MP,N/01001/04002/MP,N_01001_04002_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-17) (Ch. 452+420 to Ch. 484+420) [Jodmi village to Bani village of Mandsaur district],452420,484430,24.61617174,75.85726407,24.37103467,75.69835864
272,C,Phase 1,Cycle 2,N_01001_04004_MP,N/01001/04004/MP,N_01001_04004_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-19) (Ch. 517+420 to Ch. 546+920),517420,546930,24.12283958,75.52011883,23.9026272,75.35967631
273,C,Phase 1,Cycle 2,N_04004_07001_MP,N/04004/07001/MP,N_04004_07005_MP,Indore - Dewas,577550,610230,22.92542121,76.01038603,22.66060453,75.91236373
274,C,Phase 1,Cycle 2,N_02005_19002_WB,N/02005/19002/WB,N_01001_12002_MH,"Construction of 8-lane access controlled Expressway from km. 77 to 103.400 (Ganjad to Talasari section of Vadodara Mumbai Expressway) on HAM basis, Pkg-XI.",77000,103400,19.93260724,72.85984274,20.14277196,72.9058579
275,C,Phase 1,Cycle 2,N_01001_12004_MH,N/01001/12004/MH,N_01001_12004_MH,VME Pkg-XIII,0,50710,19.4888177816666,72.8829913115,19.6993346983333,72.8606035225
276,C,Phase 1,Cycle 2,N_02001_16006_MH,N/02001/16006/MH,N_02001_16006_MH,"Achhad (km 381.00, Guj-Maha border) to Dahisar (km 502.00) section of NH-48 (White Topping)",381000,499110,20.22369174,72.88245426,19.27982453,72.89124186
277,C,Phase 1,Cycle 2,N_02001_16005_MH,N/02001/16005/MH,N_02001_16005_MH,10 FOBs & 3VUPs,381700,441340,20.22186862,72.88230596,19.72663809,72.92829717
278,C,Phase 1,Cycle 2,N_02008_24001_MH,N/02008/24001/MH,N_02008_24001_MH,"Ring Road / Bypasses for Nagpur City, Package-2: From km 34.000 to km 62.035",34000,62130,21.21231985,78.98829575,21.15965659,79.20139368
279,C,Phase 1,Cycle 2,N_04001_14001_MH,N/04001/14001/MH,N_04001_14001_MH,Six-Lane Wainganga Bridge - Bhandara (including Bhandara Bypass) Section: From km 485.000 to km 499.800 of NH-53,485010,499790,21.12166093,79.71100881,21.15362598,79.58998907
280,C,Phase 1,Cycle 2,N_02009_06001_MH,N/02009/06001/MH,N_02009_06001_MH,Borkhedi – Jam – Wadner Section under OMT-29,36000,94000,20.84595868,78.96057228,20.44009057,78.74626181
281,C,Phase 1,Cycle 2,N_04023_07002_MH,N/04023/07002/MH,N_04023_07002_MH,Bodhre - Dhule (Ch. 390 to Ch. 457.231),390000,457230,20.3834975838333,75.048763116,20.8749333865,74.7826588616666
282,C,Phase 1,Cycle 3,N_06039_01003_MH,N/06039/01003/MH,N_06039_01003_MH,JNPT Package 2 Gavanphata Interchange from 14.740 to Km 15.894 ( Old SH -54),6073,21213,18.8971949133333,72.997534074,18.981716191,73.0843417531667
283,C,Phase 1,Cycle 3,N_06039_01004_MH,N/06039/01004/MH,N_06039_01004_MH,JNPT Package 3 from Km- 7.422-Km-13.160 and Amra Marg from Km-0.000-Km-5.360,0,5430,19.013230159,73.0287348493333,18.9671662578333,73.0358862331667
284,C,Phase 1,Cycle 3,N_06039_01005_MH,N/06039/01005/MH,N_06039_01005_MH,JNPT Package 4 from km 21.200 to km 27.270 (D To E Section) and From km 0.000 to km 4.492 (D TO G Section),21200,27320,18.9817289098333,73.0842909486666,18.9667013038333,73.137667271
285,C,Phase 1,Cycle 3,N_04001_02001_MH,N/04001/02001/MH,N_04001_02001_MH,4 of Vadape - Gonde (km 539.500 to km 440.00) section of Old NH-3,440000,536000,19.8285400075,73.6749551895,19.3436979573333,73.1208116848333
286,C,Phase 1,Cycle 3,N_04007_11001_MH,N/04007/11001/MH,N_04007_11003_MH,Solapur to Maharashtra - Karnataka Border Section of NH-9 (New NH-65) from Km. 249.00 to 309.000 pkg1,249000,309030,17.6839207951666,75.9300738086666,17.8541848227291,76.4422678242291
287,C,Phase 1,Cycle 3,N_04007_11001_MH,N/04007/11001/MH,N_04007_11002_MH,Solapur to Maharashtra - Karnataka Border Section of NH-9 (New NH-65) from Km. 309.000 To 348.800 pkg-02,249000,309030,17.6839207951666,75.9300738086666,17.8541848227291,76.4422678242291
288,C,Phase 1,Cycle 3,N_04001_09001_MH,N/04001/09001/MH,N_04001_09001_MH,4 of Nagpur - Kondhali Section from km 9.200 - km 50.000 of Old NH-6,10300,50000,21.1482043291667,78.9918911868333,21.1473736908333,78.6249666566667
289,C,Phase 1,Cycle 3,N_04001_07001_MH,N/04001/07001/MH,N_04001_07001_MH,Talegaon - Amravati from km. 100.000 to km. 166.725,100000,165910,21.1054537343333,78.1855569761666,20.8411290748333,77.7233449931666
290,C,Phase 1,Cycle 3,N_04009_06004_MH,N/04009/06004/MH,N_04009_06004_MH,Balance Works of 4 Amravati - Chikhli (Pkg - III) [Shelad - Nandura from km. 270.00 to km. 315.00],270000,315000,20.6780164988333,76.8106936376667,20.8146149893333,76.4789199053333
291,C,Phase 1,Cycle 3,N_04014_08001_MH-RCW,N/04014/08001/MH-RCW,N_04014_08001_MH,Four Laning of Wardha - Butibori of NH-361 (Pkg - IV) from km. 465.50 to km. 524.69,465500,524750,20.6895432785,78.5400191035,20.9109385285,78.9902416098333
292,C,Phase 1,Cycle 3,N_02009_09002_MH,N/02009/09002/MH,N_02009_11001_MH,Kelapur(Km 153.000) to Pimpalkhuti(Km 175.000) of NH-7,153080,175000,20.0013182118333,78.5348392266667,19.8221215646667,78.5753234648333
293,C,Phase 1,Cycle 3,N_09031_01001_MH,N/09031/01001/MH,N_09031_01001_MH,Warora - Wani from km. 313.850 to km. 332.160,313850,332160,20.2031854676667,79.0263434771667,20.0691095076667,78.9676308198333
294,C,Phase 1,Cycle 3,N_09079_02001_MP,N/09079/02001/MP,N_09079_02001_MP,Churhat Bypass of Rewa Sidhi Section,30300,45690,24.470236,81.575073,24.415819,81.689827
295,C,Phase 1,Cycle 3,N_04019_03001_MP,N/04019/03001/MP,N_04019_03001_MP,Maihar (Km 311.000) to Katni (Km 359.500) and Katni (Km 378.500) to Sleemnabad (Km 397.000)[Rewa - Katni - Jabalpur Pkg II],725000,813240,24.191971,80.709808,23.613621,80.236893
296,C,Phase 1,Cycle 3,N_04019_01003_MP,N/04019/01003/MP,N_04019_02001_MP,Sleemnabad (KM 397.000) to Jabalpur (Km 465.500) [Rewa - Katni - Jabalpur Pkg IV],880600,1428550,23.162813,79.864693,22.566509,79.603645
297,C,Phase 1,Cycle 3,N_04019_01003_MP,N/04019/01003/MP,N_04019_01001_MP,Jabalpur (Km 465.500) to Lakhnadon (Km 546.425) of NH-7 in Madhya Pradesh,880600,1428550,23.162813,79.864693,22.566509,79.603645
298,C,Phase 1,Cycle 3,N_04028_02001_MP,N/04028/02001/MP,N_04028_02001_MP,Hiran River to Sindoor River (Km.66.00 - Km.130.00),149575,213985,23.155468,78.793655,23.153866,79.3616865
299,C,Phase 1,Cycle 3,N_04004_01003_MP,N/04004/01003/MP,N_04004_01003_MP,Gwalior bypass,0,40990,26.330782,78.109055,26.128994,78.212311
300,C,Phase 1,Cycle 3,N_04004_01008_MP,N/04004/01008/MP,N_04004_01006_MP,4 Gwalior-Shivpuri section from km 0.000 to km 125.380 of NH - 46 (Old NH-3),0,120390,26.123644,78.214989,25.396629,77.6092
301,C,Phase 1,Cycle 3,N_01001_04006_MP,N/01001/04006/MP,N_01001_04006_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-21) (Ch. 572+220 to Ch. 602+420) [Kamliya village to Kandarwasa village of Ratlam district],572220,602410,23.722637,75.213058,23.506258,75.043083
302,C,Phase 1,Cycle 3,N_01001_04009_MP,N/01001/04009/MP,N_01001_04009_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-24) (Ch. 652+720 to Ch.674+420) [Ranni Village to Miyati Village of Jhabua district],652720,673760,23.173407,74.722672,23.071606,74.553307
303,C,Phase 1,Cycle 3,N_01001_04010_MP,N/01001/04010/MP,N_01001_04010_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-25) (Ch.673.770 to Ch.696.920) [Miyati Village to MP-Gujarat Border],673770,696880,23.071457,74.552948,23.000423,74.342888
304,C,Phase 1,Cycle 3,N_01001_04003_MP,N/01001/04003/MP,N_01001_04003_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-18) (Ch. 484+420 to Ch. 517+420) [Jodmi village to Bani village of Mandsaur district],484420,517410,24.371284,75.698517,24.123314,75.520668
305,C,Phase 1,Cycle 3,N_01001_04005_MP,N/01001/04005/MP,N_01001_04005_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-20) (Ch. 546+920 to Ch. 572+220) [Bardawadi village of Mandsaur district to Kamliya village of Ratlam district],546920,572210,23.902719,75.359787,23.722879,75.213303
306,C,Phase 1,Cycle 3,N_01001_04007_MP,N/01001/04007/MP,N_01001_04007_MP,"Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-22) (Ch. 602+420 to Ch. 627+420) [Kandarwasa village to Bawadi village (Near Shivgarh) of Ratlam district]""",602420,627410,23.505808,75.042641,23.330923,74.899536
307,C,Phase 1,Cycle 3,N_01001_04008_MP,N/01001/04008/MP,N_01001_04008_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-23) (Ch. 627+420 to Ch.652+720) [Bawadi village (Near Shivgarh) of Ratlam district to Ranni Village of Jhabua district],627420,652710,23.33069,74.899162,23.173647,74.722954
308,C,Phase 1,Cycle 3,N_01001_04002_MP,N/01001/04002/MP,N_01001_04002_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-17) (Ch. 452+420 to Ch. 484+420) [Jodmi village to Bani village of Mandsaur district],452420,484410,24.616228,75.857292,24.371784,75.698906
309,C,Phase 1,Cycle 3,N_01001_04004_MP,N/01001/04004/MP,N_01001_04004_MP,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-19) (Ch. 517+420 to Ch. 546+920),517420,546910,24.122892,75.520187,23.903135,75.36013
310,C,Phase 2,Cycle 1,N_05042_01001_MP,N/05042/01001/MP,N_05042_01001_MP,4L of Dewas - Ujjain from km. 0.0 to km. 19.76 of Old SH 18 (New 752D) including Ujjain Bypass (Km. 19.76 to km. 26.9) & Dewas Bypass (Km. 0.00 to km. 14.52),-500,26390,22.991056,76.026291,23.107742,75.811714
311,C,Phase 2,Cycle 1,N_04004_03002_MP,N/04004/03002/MP,N_04004_03002_MP,4L of Guna Bypass section from Km. 210.740 to Km 223.130 ( Stage-II ) of NH - 46,210740,223180,24.690212,77.342072,24.615669,77.258934
312,C,Phase 2,Cycle 1,N_04024_02002_MP,N/04024/02002/MP,N_04024_02002_MP,4L of Harda - Betul (Pkg-I) from Km.0 to Km.30.20 [Harda - Temagaon],-522,29998,22.375923,77.071213,22.290842,77.333542
313,C,Phase 2,Cycle 1,N_04024_03001_MP,N/04024/03001/MP,N_05003_07003_MP,4L of Khedakhajuriya to Suhagadi from Km. 41.400 to Km. 89.200 of NH-148NG (New NH 752D) (Pkg-II),74150,121940,23.47175,75.782898,23.898598,75.735939
314,C,Phase 2,Cycle 1,N_05003_07004_MP,N/05003/07004/MP,N_05003_07004_MP,4L of Suhagadi to Bardiya Amra from Km. 89.200 to Km. 135.351 of NH-148NG (Pkg-III),121950,168080,23.898901,75.735909,24.291227,75.640686
315,C,Phase 2,Cycle 1,N_04006_05002_MP,N/04006/05002/MP,N_04006_05002_MP,"Balance work of 4L of Indore-Gujarat/MP Border from km 106.210 to km 115.250 (Start and end point of Bird Sanctuary), km 121.740 to km 127.140 (Machilya Ghat Section) and Forest portion km 149.800 to km 150.850, km 158.250 to km 158.850 of NH-47",106210,158840,22.679554,74.932533,22.80068,74.486298
316,C,Phase 2,Cycle 1,N_04005_02001_MP,N/04005/02001/MP,N_04005_02001_MP,Dhangaon - Borgaon section (km 81.000 to km 139.000) [Indore - Edlabad Pkg IV],81950,138990,22.04763,76.129913,21.596317,76.32193
317,C,Phase 2,Cycle 1,N_04004_05001_MP,N/04004/05001/MP,N_04004_05001_MP,Four Laning of Guna-Biaora section of NH-3 from Km 332.100 to Km 426.100 in the state of Madhya Pradesh under NHDP Phase-IV on BOT (Toll) mode on DBFOT basis,222700,316190,24.615789,77.258484,23.888002,76.886246
318,C,Phase 2,Cycle 1,N_02008_08002_MP,N/02008/08002/MP,N_02008_08002_MP,Gwalior Jhansi Section of NH-75 from km. 16.00 to km. 96.127 [NS1/BOT/MP-UP] in Madhya Pradesh,1189000,1270490,26.120728,78.216957,25.500795,78.54644
319,C,Phase 2,Cycle 1,N_04024_03001_MP,N/04024/03001/MP,N_04024_03001_MP,Harda - Betul (Pkg-III) from Km. 81.00 to Km.121.248 [Chicholi - Betul],74150,121940,23.47175,75.782898,23.898598,75.735939
320,C,Phase 2,Cycle 1,N_08013_01001_MP,N/08013/01001/MP,N_08013_01001_MP,Jhansi - Khajuraho(PKG-I),0,76640,25.465254,78.647751,25.235014,79.290741
321,C,Phase 2,Cycle 1,N_04005_05001_MH,N/04005/05001/MH,N_04005_05001_MH,4L of Akola - Medshi from km. 0.00 to km. 47.70 of NH-161 including bypasses at Patur and Medshi,0,47690,20.693348,76.986855,20.315674,76.960983
322,C,Phase 2,Cycle 1,N_04014_02001_MH,N/04014/02001/MH,N_04014_02001_MH,4L of Ausa-Chakur Section from km 55.835 to Km 114.345 of NH-361,55835,114335,18.234489,76.508232,18.528019,76.891945
323,C,Phase 2,Cycle 1,N_04009_06002_MH,N/04009/06002/MH,N_04009_06002_MH,Balance Works of 4L Amravati - Chikhli (Pkg - I) [Amravati - Kurankhed from km. 166.00 to km. 220.00],165100,219990,20.840023,77.721458,20.700527,77.253349
324,C,Phase 2,Cycle 1,N_04009_06003_MH,N/04009/06003/MH,N_04009_06003_MH,Balance Works of 4L Amravati - Chikhli (Pkg - II) [Kurankhed - Shelad from km. 220.00 to km. 270.00],220000,269990,20.700747,77.252953,20.67802,76.810692
325,C,Phase 2,Cycle 1,N_04009_06005_MH,N/04009/06005/MH,N_04009_06005_MH,Balance Works of 4L Amravati - Chikhli (Pkg - IV) [Nandura - Chikhli from km. 315.00 to km. 360.00],315000,359990,20.815111,76.478523,20.995857,76.157822
326,C,Phase 2,Cycle 1,N_04014_03001_MH,N/04014/03001/MH,N_04014_03001_MH,Chakur Loha Section of NH-361 from km 114.600 to km 187.80,114600,187790,18.528254,76.892258,19.022844,77.209518
327,C,Phase 2,Cycle 1,N_02009_09002_MH,N/02009/09002/MH,N_02009_10001_MH,Deodhari - Kelapur from Km. 123.00 to Km.153.00 (Package no. NS-61 (MH)),123000,152990,20.201094,78.678581,19.995996,78.535439
